year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
2008,Delaware,10,"OBAMA, BARACK H.",Democrat,255459,412412,61.94266898,407833,62.63813865
2008,Delaware,10,"MCCAIN, JOHN",Republican,152374,412412,36.94703355,407833,37.36186135
2012,Delaware,10,"OBAMA, BARACK H.",Democrat,242584,413890,58.61074198,408068,59.44695492
2012,Delaware,10,"ROMNEY, MITT",Republican,165484,413890,39.98260407,408068,40.55304508
2016,Delaware,10,"CLINTON, HILLARY",Democrat,235603,441590,53.35333681,420730,55.99862144
2016,Delaware,10,"TRUMP, DONALD J.",Republican,185127,441590,41.92282434,420730,44.00137856
2020,Delaware,10,"BIDEN, JOSEPH R. JR",Democrat,296268,504346,58.74300579,496871,59.62674416
2020,Delaware,10,"TRUMP, DONALD J.",Republican,200603,504346,39.77487677,496871,40.37325584
1964,District Of Columbia,11,Lyndon Johnson,Democrat,169796,198597,85.49776683,198597,85.49776683
1964,District Of Columbia,11,Barry Goldwater,Republican,28801,198597,14.50223317,198597,14.50223317
1968,District Of Columbia,11,Hubert Humphrey,Democrat,139566,170578,81.81946089,170578,81.81946089
1968,District Of Columbia,11,Richard Nixon,Republican,31012,170578,18.18053911,170578,18.18053911
1972,District Of Columbia,11,George McGovern,Democrat,127627,163421,78.09706219,162853,78.36944975
1972,District Of Columbia,11,Richard Nixon,Republican,35226,163421,21.55536926,162853,21.63055025
1976,District Of Columbia,11,"CARTER, JIMMY",Democrat,137818,168830,81.63122668,165691,83.17772239
1976,District Of Columbia,11,"FORD, GERALD",Republican,27873,168830,16.5095066,165691,16.82227761
1980,District Of Columbia,11,"CARTER, JIMMY",Democrat,130231,173889,74.89317898,153544,84.81673006
1980,District Of Columbia,11,"REAGAN, RONALD",Republican,23313,173889,13.40682849,153544,15.18326994
1984,District Of Columbia,11,"MONDALE, WALTER",Democrat,180408,211288,85.38487751,209417,86.14773395
1984,District Of Columbia,11,"REAGAN, RONALD",Republican,29009,211288,13.7296013,209417,13.85226605
1988,District Of Columbia,11,"DUKAKIS, MICHAEL",Democrat,159407,192877,82.6469719,186997,85.24575261
1988,District Of Columbia,11,"BUSH, GEORGE H.W.",Republican,27590,192877,14.3044531,186997,14.75424739
1992,District Of Columbia,11,"CLINTON, BILL",Democrat,192619,227572,84.64090486,213317,90.29706962
1992,District Of Columbia,11,"BUSH, GEORGE H.W.",Republican,20698,227572,9.095143515,213317,9.702930381
1996,District Of Columbia,11,"CLINTON, BILL",Democrat,158220,185726,85.19001109,175559,90.12354821
1996,District Of Columbia,11,"DOLE, ROBERT",Republican,17339,185726,9.335795742,175559,9.876451791
2000,District Of Columbia,11,"GORE, AL",Democrat,171923,201894,85.15508138,189996,90.48769448
2000,District Of Columbia,11,"BUSH, GEORGE W.",Republican,18073,201894,8.951727144,189996,9.512305522
2004,District Of Columbia,11,"KERRY, JOHN",Democrat,202970,227586,89.18386896,224226,90.52027865
2004,District Of Columbia,11,"BUSH, GEORGE W.",Republican,21256,227586,9.339766066,224226,9.479721353
2008,District Of Columbia,11,"OBAMA, BARACK H.",Democrat,245800,265853,92.45710976,263167,93.40076833
2008,District Of Columbia,11,"MCCAIN, JOHN",Republican,17367,265853,6.532557466,263167,6.599231667
2012,District Of Columbia,11,"OBAMA, BARACK H.",Democrat,267070,293764,90.91311393,288451,92.5876492
2012,District Of Columbia,11,"ROMNEY, MITT",Republican,21381,293764,7.278291418,288451,7.412350798
2016,District Of Columbia,11,"CLINTON, HILLARY",Democrat,282830,312575,90.48388387,295553,95.69518834
2016,District Of Columbia,11,"TRUMP, DONALD J.",Republican,12723,312575,4.070383108,295553,4.304811658
2020,District Of Columbia,11,"BIDEN, JOSEPH R. JR",Democrat,317323,344356,92.14969392,335909,94.46695385
2020,District Of Columbia,11,"TRUMP, DONALD J.",Republican,18586,344356,5.397321377,335909,5.533046152
1948,Florida,12,Harry Truman,Democrat,281988,577643,48.81700289,476268,59.20784096
1948,Florida,12,Thomas Dewey,Republican,194280,577643,33.63323021,476268,40.79215904
1952,Florida,12,Adlai Stevenson,Democrat,444950,989337,44.97456377,988986,44.99052565
1952,Florida,12,Dwight Eisenhower,Republican,544036,989337,54.98995792,988986,55.00947435
1956,Florida,12,Adlai Stevenson,Democrat,480371,1124220,42.72927007,1124220,42.72927007
1956,Florida,12,Dwight Eisenhower,Republican,643849,1124220,57.27072993,1124220,57.27072993
1960,Florida,12,John Kennedy,Democrat,748700,1544176,48.48540581,1544176,48.48540581
1960,Florida,12,Richard Nixon,Republican,795476,1544176,51.51459419,1544176,51.51459419
1964,Florida,12,Lyndon Johnson,Democrat,948540,1854481,51.14854237,1854481,51.14854237
1964,Florida,12,Barry Goldwater,Republican,905941,1854481,48.85145763,1854481,48.85145763
1968,Florida,12,Hubert Humphrey,Democrat,676794,2187805,30.93484109,1563598,43.28439919
1968,Florida,12,Richard Nixon,Republican,886804,2187805,40.53395984,1563598,56.71560081
1972,Florida,12,George McGovern,Democrat,718117,2583283,27.79861904,2575876,27.87855471
1972,Florida,12,Richard Nixon,Republican,1857759,2583283,71.91465279,2575876,72.12144529
1976,Florida,12,"CARTER, JIMMY",Democrat,1636000,3150631,51.92610623,3105531,52.68020187
1976,Florida,12,"FORD, GERALD",Republican,1469531,3150631,46.64243448,3105531,47.31979813
1980,Florida,12,"REAGAN, RONALD",Republican,2046951,3686927,55.51916271,3466426,59.05076295
1980,Florida,12,"CARTER, JIMMY",Democrat,1419475,3686927,38.50021983,3466426,40.94923705
1984,Florida,12,"REAGAN, RONALD",Republican,2730350,4180051,65.31858104,4179166,65.33241321
1984,Florida,12,"MONDALE, WALTER",Democrat,1448816,4180051,34.66024697,4179166,34.66758679
1988,Florida,12,"BUSH, GEORGE H.W.",Republican,2618885,4302313,60.87155909,4275586,61.25207165
1988,Florida,12,"DUKAKIS, MICHAEL",Democrat,1656701,4302313,38.50721693,4275586,38.74792835
1992,Florida,12,"BUSH, GEORGE H.W.",Republican,2173310,5313392,40.90249694,4245008,51.19684109
1992,Florida,12,"CLINTON, BILL",Democrat,2071698,5313392,38.99012156,4245008,48.80315891
1996,Florida,12,"CLINTON, BILL",Democrat,2546870,5303154,48.0255712,4791406,53.1549612
1996,Florida,12,"DOLE, ROBERT",Republican,2244536,5303154,42.32454875,4791406,46.8450388
2000,Florida,12,"BUSH, GEORGE W.",Republican,2912790,5963110,48.84682657,5825043,50.00460941
2000,Florida,12,"GORE, AL",Democrat,2912253,5963110,48.8378212,5825043,49.99539059
2004,Florida,12,"BUSH, GEORGE W.",Republican,3964522,7609810,52.09751623,7548066,52.52367958
2004,Florida,12,"KERRY, JOHN",Democrat,3583544,7609810,47.09111003,7548066,47.47632042
2008,Florida,12,"OBAMA, BARACK H.",Democrat,4282074,8390744,51.03330527,8327698,51.41966003
2008,Florida,12,"MCCAIN, JOHN",Republican,4045624,8390744,48.21531917,8327698,48.58033997
2012,Florida,12,"OBAMA, BARACK H.",Democrat,4237756,8474179,50.00786507,8401203,50.44225214
2012,Florida,12,"ROMNEY, MITT",Republican,4163447,8474179,49.13097776,8401203,49.55774786
2016,Florida,12,"TRUMP, DONALD J.",Republican,4617886,9420039,49.02194142,9122861,50.61883547
2016,Florida,12,"CLINTON, HILLARY",Democrat,4504975,9420039,47.82331581,9122861,49.38116453
2020,Florida,12,"BIDEN, JOSEPH R. JR",Democrat,5297045,11067456,47.86145073,10965776,48.30524534
2020,Florida,12,"TRUMP, DONALD J.",Republican,5668731,11067456,51.21981962,10965776,51.69475466
1948,Georgia,13,Harry Truman,Democrat,254646,418764,60.80895206,331337,76.85407908
1948,Georgia,13,Thomas Dewey,Republican,76691,418764,18.31365638,331337,23.14592092
1952,Georgia,13,Adlai Stevenson,Democrat,456823,655803,69.65857125,655802,69.65867747
1952,Georgia,13,Dwight Eisenhower,Republican,198979,655803,30.34127627,655802,30.34132253
1956,Georgia,13,Adlai Stevenson,Democrat,441094,663480,66.4818834,657746,67.06144925
1956,Georgia,13,Dwight Eisenhower,Republican,216652,663480,32.65388557,657746,32.93855075
1960,Georgia,13,John Kennedy,Democrat,458638,733349,62.54020937,733110,62.560598
1960,Georgia,13,Richard Nixon,Republican,274472,733349,37.42720042,733110,37.439402
1964,Georgia,13,Lyndon Johnson,Democrat,522557,1139336,45.86504771,1139141,45.87289897
1964,Georgia,13,Barry Goldwater,Republican,616584,1139336,54.11783706,1139141,54.12710103
1968,Georgia,13,Hubert Humphrey,Democrat,334440,1250266,26.7495077,714551,46.80421691
1968,Georgia,13,Richard Nixon,Republican,380111,1250266,30.40241037,714551,53.19578309
1972,Georgia,13,George McGovern,Democrat,289529,1174772,24.64554824,1171025,24.7244081
1972,Georgia,13,Richard Nixon,Republican,881496,1174772,75.03549625,1171025,75.2755919
1976,Georgia,13,"CARTER, JIMMY",Democrat,979409,1463152,66.93829486,1463152,66.93829486
1976,Georgia,13,"FORD, GERALD",Republican,483743,1463152,33.06170514,1463152,33.06170514
1980,Georgia,13,"CARTER, JIMMY",Democrat,890955,1596805,55.79610535,1545123,57.66239969
1980,Georgia,13,"REAGAN, RONALD",Republican,654168,1596805,40.96730659,1545123,42.33760031
1984,Georgia,13,"REAGAN, RONALD",Republican,1068722,1776103,60.17229857,1775350,60.19782015
1984,Georgia,13,"MONDALE, WALTER",Democrat,706628,1776103,39.78530524,1775350,39.80217985
1988,Georgia,13,"BUSH, GEORGE H.W.",Republican,1081331,1809672,59.75287234,1796123,60.20361634
1988,Georgia,13,"DUKAKIS, MICHAEL",Democrat,714792,1809672,39.49842844,1796123,39.79638366
1992,Georgia,13,"CLINTON, BILL",Democrat,1008966,2321133,43.46868534,2004218,50.34212845
1992,Georgia,13,"BUSH, GEORGE H.W.",Republican,995252,2321133,42.87785319,2004218,49.65787155
1996,Georgia,13,"DOLE, ROBERT",Republican,1080843,2298899,47.01568011,2134692,50.6322692
1996,Georgia,13,"CLINTON, BILL",Democrat,1053849,2298899,45.84146585,2134692,49.3677308
2000,Georgia,13,"BUSH, GEORGE W.",Republican,1419720,2583208,54.95956965,2535950,55.98375362
2000,Georgia,13,"GORE, AL",Democrat,1116230,2583208,43.21099966,2535950,44.01624638
2004,Georgia,13,"BUSH, GEORGE W.",Republican,1914254,3301875,57.97475677,3280403,58.3542327
2004,Georgia,13,"KERRY, JOHN",Democrat,1366149,3301875,41.37494605,3280403,41.6457673
2008,Georgia,13,"MCCAIN, JOHN",Republican,2048759,3924486,52.20451799,3892882,52.62833551
2008,Georgia,13,"OBAMA, BARACK H.",Democrat,1844123,3924486,46.9901791,3892882,47.37166449
2012,Georgia,13,"ROMNEY, MITT",Republican,2078688,3897839,53.32924218,3852515,53.9566491
2012,Georgia,13,"OBAMA, BARACK H.",Democrat,1773827,3897839,45.50795967,3852515,46.0433509
2016,Georgia,13,"TRUMP, DONALD J.",Republican,2089104,4114732,50.77132605,3967067,52.6611726
2016,Georgia,13,"CLINTON, HILLARY",Democrat,1877963,4114732,45.63998336,3967067,47.3388274
2020,Georgia,13,"BIDEN, JOSEPH R. JR",Democrat,2473633,4999960,49.47305578,4935487,50.11932966
2020,Georgia,13,"TRUMP, DONALD J.",Republican,2461854,4999960,49.2374739,4935487,49.88067034
1960,Hawaii,15,John Kennedy,Democrat,92410,184705,50.03113072,184705,50.03113072
1960,Hawaii,15,Richard Nixon,Republican,92295,184705,49.96886928,184705,49.96886928
1964,Hawaii,15,Lyndon Johnson,Democrat,163249,207271,78.7611388,207271,78.7611388
1964,Hawaii,15,Barry Goldwater,Republican,44022,207271,21.2388612,207271,21.2388612
1968,Hawaii,15,Hubert Humphrey,Democrat,141324,236218,59.8277862,232749,60.71948752
1968,Hawaii,15,Richard Nixon,Republican,91425,236218,38.7036551,232749,39.28051248
1972,Hawaii,15,George McGovern,Democrat,101409,270274,37.52081221,270274,37.52081221
1972,Hawaii,15,Richard Nixon,Republican,168865,270274,62.47918779,270274,62.47918779
1976,Hawaii,15,"CARTER, JIMMY",Democrat,147375,291301,50.59199934,287378,51.28263124
1976,Hawaii,15,"FORD, GERALD",Republican,140003,291301,48.06128369,287378,48.71736876
1980,Hawaii,15,"CARTER, JIMMY",Democrat,135879,303287,44.80211813,265991,51.08405924
1980,Hawaii,15,"REAGAN, RONALD",Republican,130112,303287,42.90061889,265991,48.91594076
1984,Hawaii,15,"REAGAN, RONALD",Republican,185050,335846,55.09965877,332204,55.70372422
1984,Hawaii,15,"MONDALE, WALTER",Democrat,147154,335846,43.81591563,332204,44.29627578
1988,Hawaii,15,"DUKAKIS, MICHAEL",Democrat,192364,354461,54.26944008,350989,54.80627598
1988,Hawaii,15,"BUSH, GEORGE H.W.",Republican,158625,354461,44.75104454,350989,45.19372402
1992,Hawaii,15,"CLINTON, BILL",Democrat,179310,372842,48.09275779,316132,56.71997773
1992,Hawaii,15,"BUSH, GEORGE H.W.",Republican,136822,372842,36.69704593,316132,43.28002227
1996,Hawaii,15,"CLINTON, BILL",Democrat,205012,360120,56.92880151,318955,64.27615181
1996,Hawaii,15,"DOLE, ROBERT",Republican,113943,360120,31.64028657,318955,35.72384819
2000,Hawaii,15,"GORE, AL",Democrat,205286,367951,55.79166791,343131,59.82729628
2000,Hawaii,15,"BUSH, GEORGE W.",Republican,137845,367951,37.4628687,343131,40.17270372
2004,Hawaii,15,"KERRY, JOHN",Democrat,231708,429013,54.00955216,425899,54.404448
2004,Hawaii,15,"BUSH, GEORGE W.",Republican,194191,429013,45.26459571,425899,45.595552
2008,Hawaii,15,"OBAMA, BARACK H.",Democrat,325871,456064,71.45291012,446437,72.99372588
2008,Hawaii,15,"MCCAIN, JOHN",Republican,120566,456064,26.43620194,446437,27.00627412
2012,Hawaii,15,"OBAMA, BARACK H.",Democrat,306658,437159,70.14793245,427673,71.7038485
2012,Hawaii,15,"ROMNEY, MITT",Republican,121015,437159,27.68214769,427673,28.2961515
2016,Hawaii,15,"CLINTON, HILLARY",Democrat,266891,437664,60.98079806,395738,67.44133745
2016,Hawaii,15,"TRUMP, DONALD J.",Republican,128847,437664,29.43970717,395738,32.55866255
2020,Hawaii,15,"BIDEN, JOSEPH R. JR",Democrat,366130,579784,63.14937977,562994,65.03266465
2020,Hawaii,15,"TRUMP, DONALD J.",Republican,196864,579784,33.95471417,562994,34.96733535
1948,Idaho,16,Harry Truman,Democrat,107370,214816,49.98231044,208884,51.40173493
1948,Idaho,16,Thomas Dewey,Republican,101514,214816,47.25625652,208884,48.59826507
1952,Idaho,16,Adlai Stevenson,Democrat,95081,276231,34.42082894,275788,34.47611934
1952,Idaho,16,Dwight Eisenhower,Republican,180707,276231,65.41879803,275788,65.52388066
1956,Idaho,16,Adlai Stevenson,Democrat,105868,272989,38.78104979,272847,38.80123293
1956,Idaho,16,Dwight Eisenhower,Republican,166979,272989,61.16693347,272847,61.19876707
1960,Idaho,16,John Kennedy,Democrat,138853,300450,46.21501082,300450,46.21501082
1960,Idaho,16,Richard Nixon,Republican,161597,300450,53.78498918,300450,53.78498918
1964,Idaho,16,Lyndon Johnson,Democrat,148920,292477,50.91682423,292477,50.91682423
1964,Idaho,16,Barry Goldwater,Republican,143557,292477,49.08317577,292477,49.08317577
1968,Idaho,16,Hubert Humphrey,Democrat,89273,291183,30.65872664,254642,35.05823863
1968,Idaho,16,Richard Nixon,Republican,165369,291183,56.79212042,254642,64.94176137
1972,Idaho,16,George McGovern,Democrat,80826,310379,26.04106592,280210,28.84479498
1972,Idaho,16,Richard Nixon,Republican,199384,310379,64.23888214,280210,71.15520502
1976,Idaho,16,"FORD, GERALD",Republican,204151,340932,59.88026938,330700,61.73299063
1976,Idaho,16,"CARTER, JIMMY",Democrat,126549,340932,37.11854563,330700,38.26700937
1980,Idaho,16,"REAGAN, RONALD",Republican,290699,437431,66.45596677,400891,72.51322679
1980,Idaho,16,"CARTER, JIMMY",Democrat,110192,437431,25.19071579,400891,27.48677321
1984,Idaho,16,"REAGAN, RONALD",Republican,297523,411144,72.36467029,406033,73.2755712
1984,Idaho,16,"MONDALE, WALTER",Democrat,108510,411144,26.39221295,406033,26.7244288
1988,Idaho,16,"BUSH, GEORGE H.W.",Republican,253881,408968,62.07845113,401153,63.28782285
1988,Idaho,16,"DUKAKIS, MICHAEL",Democrat,147272,408968,36.01064142,401153,36.71217715
1992,Idaho,16,"BUSH, GEORGE H.W.",Republican,202645,482114,42.0325898,339658,59.66148302
1992,Idaho,16,"CLINTON, BILL",Democrat,137013,482114,28.41921205,339658,40.33851698
1996,Idaho,16,"DOLE, ROBERT",Republican,256595,491711,52.18410814,422038,60.79902758
1996,Idaho,16,"CLINTON, BILL",Democrat,165443,491711,33.64638985,422038,39.20097242
2000,Idaho,16,"BUSH, GEORGE W.",Republican,336937,501615,67.17043948,475574,70.84849046
2000,Idaho,16,"GORE, AL",Democrat,138637,501615,27.63812884,475574,29.15150954
2004,Idaho,16,"BUSH, GEORGE W.",Republican,409235,598376,68.39094482,590333,69.32273818
2004,Idaho,16,"KERRY, JOHN",Democrat,181098,598376,30.26491704,590333,30.67726182
2008,Idaho,16,"MCCAIN, JOHN",Republican,403012,655122,61.51709147,639452,63.02458981
2008,Idaho,16,"OBAMA, BARACK H.",Democrat,236440,655122,36.09098763,639452,36.97541019
2012,Idaho,16,"ROMNEY, MITT",Republican,420911,652274,64.5297835,633698,66.42138684
2012,Idaho,16,"OBAMA, BARACK H.",Democrat,212787,652274,32.62233356,633698,33.57861316
2016,Idaho,16,"TRUMP, DONALD J.",Republican,409055,690255,59.26143237,598820,68.31017668
2016,Idaho,16,"CLINTON, HILLARY",Democrat,189765,690255,27.49201382,598820,31.68982332
2020,Idaho,16,"BIDEN, JOSEPH R. JR",Democrat,287021,868014,33.06640215,841140,34.12285707
2020,Idaho,16,"TRUMP, DONALD J.",Republican,554119,868014,63.83756483,841140,65.87714293
1948,Illinois,17,Harry Truman,Democrat,1994715,3984046,50.0675695,3955818,50.4248426
1948,Illinois,17,Thomas Dewey,Republican,1961103,3984046,49.22390454,3955818,49.5751574
1952,Illinois,17,Adlai Stevenson,Democrat,2013920,4481058,44.94295767,4471247,45.04157341
1952,Illinois,17,Dwight Eisenhower,Republican,2457327,4481058,54.8380985,4471247,54.95842659
1956,Illinois,17,Adlai Stevenson,Democrat,1775682,4407407,40.28858692,4399009,40.3655005
1956,Illinois,17,Dwight Eisenhower,Republican,2623327,4407407,59.52087021,4399009,59.6344995
1960,Illinois,17,John Kennedy,Democrat,2377846,4757409,49.98195446,4746834,50.0933043
1960,Illinois,17,Richard Nixon,Republican,2368988,4757409,49.79576068,4746834,49.9066957
1964,Illinois,17,Lyndon Johnson,Democrat,2796833,4702841,59.4711367,4702779,59.47192075
1964,Illinois,17,Barry Goldwater,Republican,1905946,4702841,40.52754495,4702779,40.52807925
1968,Illinois,17,Hubert Humphrey,Democrat,2039814,4619749,44.15421704,4214588,48.39889451
1968,Illinois,17,Richard Nixon,Republican,2174774,4619749,47.07558787,4214588,51.60110549
1972,Illinois,17,George McGovern,Democrat,1913472,4723236,40.51188634,4701651,40.697874
1972,Illinois,17,Richard Nixon,Republican,2788179,4723236,59.03111765,4701651,59.302126
1976,Illinois,17,"FORD, GERALD",Republican,2364269,4721282,50.07684354,4635564,51.00283374
1976,Illinois,17,"CARTER, JIMMY",Democrat,2271295,4721282,48.10759027,4635564,48.99716626
1980,Illinois,17,"REAGAN, RONALD",Republican,2358049,4749721,49.64605289,4339462,54.33966238
1980,Illinois,17,"CARTER, JIMMY",Democrat,1981413,4749721,41.71640818,4339462,45.66033762
1984,Illinois,17,"REAGAN, RONALD",Republican,2707103,4819088,56.17459154,4793602,56.47325331
1984,Illinois,17,"MONDALE, WALTER",Democrat,2086499,4819088,43.29655321,4793602,43.52674669
1988,Illinois,17,"BUSH, GEORGE H.W.",Republican,2310939,4559120,50.68826879,4526879,51.049277
1988,Illinois,17,"DUKAKIS, MICHAEL",Democrat,2215940,4559120,48.60455527,4526879,48.950723
1992,Illinois,17,"CLINTON, BILL",Democrat,2453350,5050157,48.57967782,4187446,58.58821821
1992,Illinois,17,"BUSH, GEORGE H.W.",Republican,1734096,5050157,34.33746713,4187446,41.41178179
1996,Illinois,17,"CLINTON, BILL",Democrat,2341744,4311391,54.31527783,3928765,59.60509219
1996,Illinois,17,"DOLE, ROBERT",Republican,1587021,4311391,36.80995298,3928765,40.39490781
2000,Illinois,17,"GORE, AL",Democrat,2589026,4742108,54.59652121,4608447,56.18001032
2000,Illinois,17,"BUSH, GEORGE W.",Republican,2019421,4742108,42.58487997,4608447,43.81998968
2004,Illinois,17,"KERRY, JOHN",Democrat,2891550,5274322,54.82316021,5237496,55.20863405
2004,Illinois,17,"BUSH, GEORGE W.",Republican,2345946,5274322,44.47862683,5237496,44.79136595
2008,Illinois,17,"OBAMA, BARACK H.",Democrat,3419348,5522371,61.91811452,5450527,62.73426404
2008,Illinois,17,"MCCAIN, JOHN",Republican,2031179,5522371,36.78092254,5450527,37.26573596
2012,Illinois,17,"OBAMA, BARACK H.",Democrat,3019512,5242014,57.60213536,5154728,58.57752339
2012,Illinois,17,"ROMNEY, MITT",Republican,2135216,5242014,40.73274127,5154728,41.42247661
2016,Illinois,17,"CLINTON, HILLARY",Democrat,3090729,5536424,55.8253667,5236744,59.02005139
2016,Illinois,17,"TRUMP, DONALD J.",Republican,2146015,5536424,38.76175307,5236744,40.97994861
2020,Illinois,17,"BIDEN, JOSEPH R. JR",Democrat,3471915,6033743,57.54164538,5918806,58.65904373
2020,Illinois,17,"TRUMP, DONALD J.",Republican,2446891,6033743,40.55345082,5918806,41.34095627
1948,Indiana,18,Harry Truman,Democrat,807833,1656214,48.77588283,1628912,49.59340959
1948,Indiana,18,Thomas Dewey,Republican,821079,1656214,49.5756587,1628912,50.40659041
1952,Indiana,18,Adlai Stevenson,Democrat,801530,1955325,40.99216243,1937789,41.36312055
1952,Indiana,18,Dwight Eisenhower,Republican,1136259,1955325,58.11100456,1937789,58.63687945
1956,Indiana,18,Adlai Stevenson,Democrat,783908,1974607,39.69944399,1966719,39.85866817
1956,Indiana,18,Dwight Eisenhower,Republican,1182811,1974607,59.90108411,1966719,60.14133183
1960,Indiana,18,John Kennedy,Democrat,952358,2135360,44.59941181,2127478,44.76464621
1960,Indiana,18,Richard Nixon,Republican,1175120,2135360,55.0314701,2127478,55.23535379
1964,Indiana,18,Lyndon Johnson,Democrat,1170848,2091606,55.97842041,2081966,56.23761387
1964,Indiana,18,Barry Goldwater,Republican,911118,2091606,43.56068973,2081966,43.76238613
1968,Indiana,18,Hubert Humphrey,Democrat,806659,2123597,37.9855029,1874544,43.03227878
1968,Indiana,18,Richard Nixon,Republican,1067885,2123597,50.28661276,1874544,56.96772122
1972,Indiana,18,George McGovern,Democrat,708568,2125529,33.33607775,2113722,33.52228912
1972,Indiana,18,Richard Nixon,Republican,1405154,2125529,66.10843701,2113722,66.47771088
1976,Indiana,18,"FORD, GERALD",Republican,1183958,2220362,53.32274647,2198672,53.84877781
1976,Indiana,18,"CARTER, JIMMY",Democrat,1014714,2220362,45.70038579,2198672,46.15122219
1980,Indiana,18,"REAGAN, RONALD",Republican,1255656,2242033,56.00524167,2099853,59.79732867
1980,Indiana,18,"CARTER, JIMMY",Democrat,844197,2242033,37.65319244,2099853,40.20267133
1984,Indiana,18,"REAGAN, RONALD",Republican,1377230,2233069,61.67431459,2218711,62.07342912
1984,Indiana,18,"MONDALE, WALTER",Democrat,841481,2233069,37.68271379,2218711,37.92657088
1988,Indiana,18,"BUSH, GEORGE H.W.",Republican,1297763,2168621,59.84277566,2158406,60.12599112
1988,Indiana,18,"DUKAKIS, MICHAEL",Democrat,860643,2168621,39.68618767,2158406,39.87400888
1992,Indiana,18,"BUSH, GEORGE H.W.",Republican,989375,2305871,42.90678013,1837795,53.83489453
1992,Indiana,18,"CLINTON, BILL",Democrat,848420,2305871,36.79390564,1837795,46.16510547
1996,Indiana,18,"DOLE, ROBERT",Republican,1006693,2135431,47.14238016,1894117,53.14840636
1996,Indiana,18,"CLINTON, BILL",Democrat,887424,2135431,41.55713765,1894117,46.85159364
2000,Indiana,18,"BUSH, GEORGE W.",Republican,1245836,2199302,56.6468816,2147816,58.00478253
2000,Indiana,18,"GORE, AL",Democrat,901980,2199302,41.01210293,2147816,41.99521747
2004,Indiana,18,"BUSH, GEORGE W.",Republican,1479438,2468002,59.94476504,2448449,60.42347625
2004,Indiana,18,"KERRY, JOHN",Democrat,969011,2468002,39.26297467,2448449,39.57652375
2008,Indiana,18,"OBAMA, BARACK H.",Democrat,1374039,2751054,49.94591164,2719687,50.52195345
2008,Indiana,18,"MCCAIN, JOHN",Republican,1345648,2751054,48.91390718,2719687,49.47804655
2012,Indiana,18,"ROMNEY, MITT",Republican,1420543,2624534,54.12553238,2573430,55.2003746
2012,Indiana,18,"OBAMA, BARACK H.",Democrat,1152887,2624534,43.9273029,2573430,44.7996254
2016,Indiana,18,"TRUMP, DONALD J.",Republican,1557286,2734958,56.94003345,2590412,60.11730952
2016,Indiana,18,"CLINTON, HILLARY",Democrat,1033126,2734958,37.77483969,2590412,39.88269048
2020,Indiana,18,"BIDEN, JOSEPH R. JR",Democrat,1242416,3033118,40.96167706,2971935,41.80495199
2020,Indiana,18,"TRUMP, DONALD J.",Republican,1729519,3033118,57.02115777,2971935,58.19504801
1948,Iowa,19,Harry Truman,Democrat,522380,1038272,50.31244221,1016398,51.39522116
1948,Iowa,19,Thomas Dewey,Republican,494018,1038272,47.58078808,1016398,48.60477884
1952,Iowa,19,Adlai Stevenson,Democrat,451513,1268773,35.58658641,1260419,35.82245269
1952,Iowa,19,Dwight Eisenhower,Republican,808906,1268773,63.75498218,1260419,64.17754731
1956,Iowa,19,Adlai Stevenson,Democrat,501858,1234564,40.65062646,1231045,40.76682818
1956,Iowa,19,Dwight Eisenhower,Republican,729187,1234564,59.06433364,1231045,59.23317182
1960,Iowa,19,John Kennedy,Democrat,550565,1273810,43.22190908,1272946,43.25124554
1960,Iowa,19,Richard Nixon,Republican,722381,1273810,56.71026291,1272946,56.74875446
1964,Iowa,19,Lyndon Johnson,Democrat,733030,1184539,61.8831461,1182178,62.00673672
1964,Iowa,19,Barry Goldwater,Republican,449148,1184539,37.91753585,1182178,37.99326328
1968,Iowa,19,Hubert Humphrey,Democrat,476699,1167931,40.81568175,1095805,43.5021742
1968,Iowa,19,Richard Nixon,Republican,619106,1167931,53.0087822,1095805,56.4978258
1972,Iowa,19,George McGovern,Democrat,496206,1225944,40.47542139,1202413,41.2675179
1972,Iowa,19,Richard Nixon,Republican,706207,1225944,57.60515978,1202413,58.7324821
1976,Iowa,19,"FORD, GERALD",Republican,632864,1279303,49.46943765,1252795,50.51616585
1976,Iowa,19,"CARTER, JIMMY",Democrat,619931,1279303,48.45849654,1252795,49.48383415
1980,Iowa,19,"REAGAN, RONALD",Republican,676026,1317661,51.30500182,1184698,57.06315027
1980,Iowa,19,"CARTER, JIMMY",Democrat,508672,1317661,38.60416298,1184698,42.93684973
1984,Iowa,19,"REAGAN, RONALD",Republican,703088,1319805,53.27211217,1308708,53.72382533
1984,Iowa,19,"MONDALE, WALTER",Democrat,605620,1319805,45.8870818,1308708,46.27617467
1988,Iowa,19,"DUKAKIS, MICHAEL",Democrat,670557,1225614,54.71192398,1215912,55.14848114
1988,Iowa,19,"BUSH, GEORGE H.W.",Republican,545355,1225614,44.49647279,1215912,44.85151886
1992,Iowa,19,"CLINTON, BILL",Democrat,586353,1354607,43.28583862,1091244,53.73252911
1992,Iowa,19,"BUSH, GEORGE H.W.",Republican,504891,1354607,37.27213871,1091244,46.26747089
1996,Iowa,19,"CLINTON, BILL",Democrat,620258,1234075,50.26096469,1112902,55.73338892
